origin	destination	north_south_indicator
ecuador	grenada	-1
ecuador	guadeloupe	-1
ecuador	antigua_barbuda	-1
guyana	united_states	-1
guyana	jamaica	-1
guyana	honduras	-1
guyana	colombia	1
guyana	mexico	-1
guyana	saint_kitts_nevis	-1
guyana	turks_caicos_islands	-1
guyana	sint_maarten	-1
guyana	saint_vincent_grenadines	-1
guyana	paraguay	1
guyana	nicaragua	-1
guyana	barbados	-1
guyana	canada	-1
guyana	united_states_virgin_islands	-1
guyana	curacao	-1
guyana	bolivia	1
guyana	panama	-1
guyana	uruguay	1
guyana	bahamas	-1
guyana	bermuda	-1
guyana	aruba	-1
guyana	peru	1
guyana	costa_rica	-1
guyana	anguilla	-1
guyana	venezuela	-1
guyana	french_guiana	1
guyana	cayman_islands	-1
guyana	brazil	1
guyana	trinidad_tobago	-1
guyana	dominican_republic	-1
guyana	cuba	-1
guyana	guatemala	-1
guyana	chile	1
guyana	martinique	-1
guyana	haiti	-1
guyana	belize	-1
guyana	argentina	1
guyana	dominica	-1
guyana	suriname	1
guyana	saint_lucia	-1
guyana	el_salvador	-1
guyana	puerto_rico	-1
guyana	british_virgin_islands	-1
guyana	ecuador	1
guyana	grenada	-1
guyana	guadeloupe	-1
guyana	antigua_barbuda	-1
grenada	united_states	-1
grenada	jamaica	-1
grenada	honduras	-1
grenada	colombia	1
grenada	mexico	-1
grenada	saint_kitts_nevis	-1
grenada	turks_caicos_islands	-1
grenada	sint_maarten	-1
grenada	saint_vincent_grenadines	-1
grenada	paraguay	1
grenada	nicaragua	-1
grenada	barbados	-1
grenada	canada	-1
grenada	united_states_virgin_islands	-1
grenada	curacao	1
grenada	bolivia	1
grenada	panama	1
grenada	uruguay	1
grenada	bahamas	-1
grenada	bermuda	-1
grenada	aruba	-1
grenada	peru	1
grenada	costa_rica	1
grenada	anguilla	-1
grenada	venezuela	1
grenada	french_guiana	1
grenada	cayman_islands	-1
grenada	brazil	1
grenada	trinidad_tobago	1
grenada	dominican_republic	-1
grenada	cuba	-1
grenada	guatemala	-1
grenada	chile	1
grenada	martinique	-1
grenada	haiti	-1
grenada	belize	-1
grenada	argentina	1
grenada	dominica	-1
grenada	suriname	1
grenada	saint_lucia	-1
grenada	el_salvador	-1
grenada	puerto_rico	-1
grenada	british_virgin_islands	-1
grenada	ecuador	1
grenada	guyana	1
grenada	guadeloupe	-1
grenada	antigua_barbuda	-1
guadeloupe	united_states	-1
guadeloupe	jamaica	-1
guadeloupe	honduras	1
guadeloupe	colombia	1
guadeloupe	mexico	-1
guadeloupe	saint_kitts_nevis	-1
guadeloupe	turks_caicos_islands	-1
guadeloupe	sint_maarten	-1
guadeloupe	saint_vincent_grenadines	1
guadeloupe	paraguay	1
guadeloupe	nicaragua	1
guadeloupe	barbados	1
guadeloupe	canada	-1
guadeloupe	united_states_virgin_islands	-1
guadeloupe	curacao	1
guadeloupe	bolivia	1
guadeloupe	panama	1
guadeloupe	uruguay	1
guadeloupe	bahamas	-1
guadeloupe	bermuda	-1
guadeloupe	aruba	1
guadeloupe	peru	1
guadeloupe	costa_rica	1
guadeloupe	anguilla	-1
guadeloupe	venezuela	1
guadeloupe	french_guiana	1
guadeloupe	cayman_islands	-1
guadeloupe	brazil	1
guadeloupe	trinidad_tobago	1
guadeloupe	dominican_republic	-1
guadeloupe	cuba	-1
guadeloupe	guatemala	1
guadeloupe	chile	1
guadeloupe	martinique	1
guadeloupe	haiti	-1
guadeloupe	belize	-1
guadeloupe	argentina	1
guadeloupe	dominica	1
guadeloupe	suriname	1
guadeloupe	saint_lucia	1
guadeloupe	el_salvador	1
guadeloupe	puerto_rico	-1
guadeloupe	british_virgin_islands	-1
guadeloupe	ecuador	1
guadeloupe	guyana	1
guadeloupe	grenada	1
guadeloupe	antigua_barbuda	-1
antigua_barbuda	united_states	-1
antigua_barbuda	jamaica	-1
antigua_barbuda	honduras	1
antigua_barbuda	colombia	1
antigua_barbuda	mexico	-1
antigua_barbuda	saint_kitts_nevis	-1
antigua_barbuda	turks_caicos_islands	-1
antigua_barbuda	sint_maarten	-1
antigua_barbuda	saint_vincent_grenadines	1
antigua_barbuda	paraguay	1
antigua_barbuda	nicaragua	1
antigua_barbuda	barbados	1
antigua_barbuda	canada	-1
antigua_barbuda	united_states_virgin_islands	-1
antigua_barbuda	curacao	1
antigua_barbuda	bolivia	1
antigua_barbuda	panama	1
antigua_barbuda	uruguay	1
antigua_barbuda	bahamas	-1
antigua_barbuda	bermuda	-1
antigua_barbuda	aruba	1
antigua_barbuda	peru	1
antigua_barbuda	costa_rica	1
antigua_barbuda	anguilla	-1
antigua_barbuda	venezuela	1
antigua_barbuda	french_guiana	1
antigua_barbuda	cayman_islands	-1
antigua_barbuda	brazil	1
antigua_barbuda	trinidad_tobago	1
antigua_barbuda	dominican_republic	-1
antigua_barbuda	cuba	-1
antigua_barbuda	guatemala	1
antigua_barbuda	chile	1
antigua_barbuda	martinique	1
antigua_barbuda	haiti	-1
antigua_barbuda	belize	-1
antigua_barbuda	argentina	1
antigua_barbuda	dominica	1
antigua_barbuda	suriname	1
antigua_barbuda	saint_lucia	1
antigua_barbuda	el_salvador	1
antigua_barbuda	puerto_rico	-1
antigua_barbuda	british_virgin_islands	-1
antigua_barbuda	ecuador	1
antigua_barbuda	guyana	1
antigua_barbuda	grenada	1
antigua_barbuda	guadeloupe	1
